"","X","grp.recording","group","great.call","recording","Delta.Time..s..1","BW.90...Hz..1","Freq.5...Hz..1","Freq.95...Hz..1","Begin.Time..s..1","End.Time..s..1","Delta.Time..s..2","BW.90...Hz..2","Freq.5...Hz..2","Freq.95...Hz..2","Begin.Time..s..2","End.Time..s..2","Delta.Time..s..3","BW.90...Hz..3","Freq.5...Hz..3","Freq.95...Hz..3","Begin.Time..s..3","End.Time..s..3","Delta.Time..s..4","BW.90...Hz..4","Freq.5...Hz..4","Freq.95...Hz..4","Begin.Time..s..4","End.Time..s..4","Delta.Time..s..5","BW.90...Hz..5","Freq.5...Hz..5","Freq.95...Hz..5","Begin.Time..s..5","End.Time..s..5","Delta.Time..s..6","BW.90...Hz..6","Freq.5...Hz..6","Freq.95...Hz..6","Begin.Time..s..6","End.Time..s..6","note.dur.comb","rest.dur.comb","intro.dur","trill.dur","great.call.dur","unlist.trill.rate.list.","site"
"267",16920,"DV_17_012","DV_17","DV_17_012.06",6,0.911,301.5,602.9,904.4,0.103,1.013,0.782,387.6,602.9,990.5,1.193,1.975,0.654,409.1,624.5,1033.6,2.167,2.821,0.462,387.6,646,1033.6,2.95,3.411,0.398,387.6,667.5,1055.1,3.527,3.924,0.227,387.6,667.5,1055.1,4.013,4.24,3.434,0.703,4.477,6.348,10.825,8.52090032154341,"DV"
"268",16980,"DV_17_012","DV_17","DV_17_012.07",7,0.942,366.1,602.9,969,0.118,1.06,0.598,387.6,624.5,1012.1,1.37,1.968,0.667,387.6,646,1033.6,2.093,2.76,0.536,409.1,667.5,1076.7,2.891,3.427,0.328,430.7,689.1,1119.7,3.532,3.86,0.255,452.2,689.1,1141.3,3.977,4.232,3.326,0.788,4.404,6.291,10.695,8.582995951417,"DV"
"270",17093,"DV_17_012","DV_17","DV_17_012.11",11,0.896,236.9,602.9,839.8,0.102,0.998,0.793,258.4,602.9,861.3,1.164,1.957,0.568,258.4,624.5,882.9,2.085,2.653,0.461,279.9,646,925.9,2.84,3.301,0.353,301.5,667.5,969,3.403,3.756,0.256,366.1,667.5,1033.6,3.889,4.145,3.327,0.715999999999999,4.043,6.252,10.295,8.52319291919357,"DV"
"271",17151,"DV_17_012","DV_17","DV_17_012.12",12,0.88,236.9,602.9,839.8,0.107,0.987,0.75,258.4,624.5,882.9,1.19,1.939,0.619,279.9,646,925.9,2.046,2.665,0.325,258.4,667.5,925.9,2.873,3.199,0.333,387.6,667.5,1055.1,3.331,3.664,0.145,409.1,689.1,1098.2,3.814,3.959,3.052,0.8,4.165,5.199,9.364,8.46123573396301,"DV"
"272",17201,"DV_17_012","DV_17","DV_17_012.14",14,0.838,301.5,602.9,904.4,0.128,0.966,0.627,258.4,624.5,882.9,1.231,1.858,0.629,344.5,624.5,969,2.026,2.654,0.313,344.5,667.5,1012.1,2.85,3.164,0.232,409.1,667.5,1076.7,3.378,3.611,0.18,452.2,667.5,1119.7,3.785,3.965,2.819,1.018,3.837,5.836,9.673,8.43437005798629,"DV"
"273",17255,"DV_17_012","DV_17","DV_17_012.15",15,0.697,323,602.9,925.9,0.261,0.958,0.65,301.5,602.9,904.4,1.236,1.887,0.611,366.1,624.5,990.5,2.044,2.655,0.279,387.6,646,1033.6,2.932,3.21,0.226,430.7,667.5,1098.2,3.425,3.651,0.163,452.2,689.1,1141.3,3.849,4.011,2.626,1.124,4.058,6.411,10.469,8.68878357030016,"DV"
"275",17379,"DV_19_014","DV_19","DV_19_014.01",1,0.935,150.7,559.9,710.6,0.186,1.12,0.917,150.7,581.4,732.1,1.486,2.403,0.708,150.7,602.9,753.7,2.67,3.378,0.592,172.3,602.9,775.2,3.616,4.209,0.476,150.7,624.5,775.2,4.418,4.894,0.331,258.4,646,904.4,5.068,5.399,3.959,1.254,6.24,8.79,15.03,6.47324008785112,"DV"
"276",17444,"DV_19_014","DV_19","DV_19_014.02",2,0.958,150.7,559.9,710.6,0.18,1.138,0.877,279.9,581.4,861.3,1.486,2.363,0.662,172.3,602.9,775.2,2.705,3.367,0.43,279.9,624.5,904.4,3.692,4.122,0.491,323,624.5,947.5,4.367,4.858,0.209,323,667.5,990.5,5.039,5.248,3.627,1.441,6.026,8.348,14.374,7.06025562994522,"DV"
"277",17511,"DV_19_014","DV_19","DV_19_014.03",3,0.894,236.9,559.9,796.7,0.203,1.097,0.964,236.9,581.4,818.3,1.469,2.432,0.755,258.4,602.9,861.3,2.763,3.518,0.546,279.9,602.9,882.9,3.802,4.348,0.383,236.9,624.5,861.3,4.609,4.992,0.313,258.4,646,904.4,5.271,5.584,3.855,1.526,6.455,8.016,14.471,6.72418167977671,"DV"
"278",17573,"DV_19_014","DV_19","DV_19_014.04",4,1.082,215.3,559.9,775.2,0.18,1.262,0.906,236.9,581.4,818.3,1.637,2.543,0.691,301.5,602.9,904.4,2.902,3.593,0.592,387.6,602.9,990.5,3.901,4.493,0.524,387.6,624.5,1012.1,4.638,5.163,0.342,387.6,646,1033.6,5.387,5.73,4.137,1.413,5.944,8.217,14.161,6.36863136863137,"DV"
"279",17631,"DV_19_014","DV_19","DV_19_014.05",5,1.044,258.4,559.9,818.3,0.083,1.127,1.094,344.5,581.4,925.9,1.326,2.419,0.895,366.1,602.9,969,2.618,3.513,0.712,344.5,624.5,969,3.745,4.457,0.435,366.1,624.5,990.5,4.708,5.143,0.36,473.7,646,1119.7,5.364,5.724,4.54,1.101,6.024,8.196,14.22,6.5105796919995,"DV"
"280",17690,"DV_19_014","DV_19","DV_19_014.06",6,1.049,366.1,581.4,947.5,0.101,1.15,0.859,452.2,581.4,1033.6,1.492,2.351,0.598,452.2,602.9,1055.1,2.746,3.344,0.517,452.2,624.5,1076.7,3.698,4.214,0.478,430.7,624.5,1055.1,4.403,4.881,0.347,430.7,667.5,1098.2,5.037,5.383,3.848,1.434,6.105,8.574,14.679,6.33971291866029,"DV"
"281",17751,"DV_19_014","DV_19","DV_19_014.07",7,1.201,323,581.4,904.4,0.092,1.293,1.053,366.1,602.9,969,1.477,2.53,1.016,409.1,624.5,1033.6,2.622,3.638,0.573,366.1,624.5,990.5,3.73,4.303,0.383,409.1,646,1055.1,4.516,4.899,0.313,409.1,646,1055.1,5.155,5.468,4.539,0.837000000000001,7.831,7.036,14.867,6.50344299923489,"DV"
"282",17813,"DV_19_014","DV_19","DV_19_014.08",8,1.083,323,559.9,882.9,0.212,1.295,0.94,344.5,602.9,947.5,1.573,2.514,0.755,387.6,602.9,990.5,2.873,3.628,0.724,409.1,624.5,1033.6,3.797,4.521,0.464,409.1,624.5,1033.6,4.702,5.166,0.308,366.1,646,1012.1,5.364,5.671,4.274,1.185,7.23,7.14,14.37,6.45401514211245,"DV"
"283",17874,"DV_19_015","DV_19","DV_19_015.01",1,1.112,215.3,559.9,775.2,0.134,1.246,1.189,323,581.4,904.4,1.438,2.627,0.959,323,602.9,925.9,2.818,3.777,0.69,430.7,602.9,1033.6,3.93,4.62,0.518,430.7,646,1076.7,4.735,5.253,0.279,409.1,667.5,1076.7,5.486,5.764,4.747,0.883,6.449,8.847,15.296,6.81214640341762,"DV"
"284",17941,"DV_19_015","DV_19","DV_19_015.02",2,1.112,409.1,559.9,969,0.109,1.222,1.076,366.1,602.9,969,1.495,2.571,0.82,452.2,602.9,1055.1,2.771,3.592,0.62,387.6,602.9,990.5,3.756,4.376,0.565,366.1,624.5,990.5,4.503,5.068,0.419,344.5,646,990.5,5.214,5.634,4.612,0.913000000000001,6.369,9.242,15.611,6.44587686152478,"DV"
"287",18114,"DVGG_06_013","DVGG_06","DVGG_06_013.03",3,0.738,107.7,581.4,689.1,0.255,0.993,0.621,279.9,581.4,861.3,1.271,1.892,0.319,516.8,602.9,1119.7,2.113,2.432,0.198,581.4,646,1227.4,2.606,2.804,0.156,602.9,667.5,1270.5,2.955,3.111,0.139,581.4,667.5,1248.9,3.228,3.367,2.171,0.941,3.112,4.937,8.049,9.52972860990263,"DV"
"290",18278,"DVGG_06_013","DVGG_06","DVGG_06_013.06",6,0.757,301.5,559.9,861.3,0.073,0.83,0.65,366.1,581.4,947.5,1.08,1.73,0.325,516.8,624.5,1141.3,2.061,2.386,0.25,538.3,667.5,1205.9,2.618,2.868,0.174,538.3,689.1,1227.4,3.013,3.187,0.151,559.9,689.1,1248.9,3.297,3.448,2.307,1.068,3.375,5.422,8.797,9.53984287317621,"DV"
"308",19215,"DVGG_14_012","DVGG_14","DVGG_14_012.01",1,1.36,172.3,581.4,753.7,0,1.36,0.819,172.3,602.9,775.2,1.689,2.508,0.516,172.3,624.5,796.7,2.833,3.349,0.36,172.3,646,818.3,3.593,3.953,0.255,172.3,646,818.3,4.139,4.394,0.156,193.8,646,839.8,4.534,4.69,3.466,1.224,4.69,6.67,11.36,8.44464916321204,"DV"
"309",19276,"DVGG_14_012","DVGG_14","DVGG_14_012.03",3,1.168,236.9,624.5,861.3,0.128,1.296,1.053,172.3,602.9,775.2,1.424,2.477,0.84,279.9,624.5,904.4,2.634,3.474,0.47,387.6,646,1033.6,3.616,4.086,0.441,409.1,667.5,1076.7,4.2,4.641,0.205,430.7,689.1,1119.7,4.712,4.917,4.177,0.612,5.062,6.983,12.045,8.77449546651068,"DV"
"310",19343,"DVGG_14_012","DVGG_14","DVGG_14_012.04",4,1.065,150.7,624.5,775.2,0.114,1.179,0.994,215.3,624.5,839.8,1.378,2.372,0.598,215.3,624.5,839.8,2.653,3.251,0.395,279.9,646,925.9,3.454,3.849,0.22,366.1,667.5,1033.6,4,4.22,0.14,473.7,667.5,1141.3,4.394,4.534,3.412,1.008,4.42,7.113,11.533,8.61079219288174,"DV"
"311",19409,"DVGG_14_013","DVGG_14","DVGG_14_013.01",1,0.889,236.9,624.5,861.3,0.048,0.937,1.207,279.9,602.9,882.9,1.096,2.303,0.691,258.4,624.5,882.9,2.531,3.222,0.464,279.9,646,925.9,3.489,3.953,0.342,279.9,646,925.9,4.197,4.539,0.215,387.6,667.5,1055.1,4.754,4.969,3.808,1.113,5.554,7.892,13.446,8.8597842835131,"DV"
"312",19486,"DVGG_14_013","DVGG_14","DVGG_14_013.03",3,0.685,129.2,624.5,753.7,0.203,0.888,0.923,193.8,602.9,796.7,1.231,2.154,0.72,172.3,602.9,775.2,2.455,3.175,0.487,301.5,624.5,925.9,3.437,3.924,0.438,366.1,624.5,990.5,4.034,4.472,0.226,409.1,646,1055.1,4.656,4.882,3.479,1.2,5.027,7.221,12.248,8.9938167509837,"DV"
"313",19557,"DVGG_14_013","DVGG_14","DVGG_14_013.04",4,0.956,193.8,624.5,818.3,0.144,1.1,1.087,215.3,602.9,818.3,1.231,2.318,0.864,193.8,602.9,796.7,2.475,3.339,0.576,215.3,624.5,839.8,3.496,4.072,0.343,215.3,646,861.3,4.342,4.685,0.186,236.9,667.5,904.4,4.94,5.126,4.012,0.97,5.318,5.328,10.646,8.32526621490804,"DV"
"314",19607,"DVGG_14_013","DVGG_14","DVGG_14_013.05",5,0.867,193.8,624.5,818.3,0.076,0.943,1.05,215.3,602.9,818.3,1.11,2.16,0.72,193.8,624.5,818.3,2.374,3.094,0.562,236.9,624.5,861.3,3.301,3.863,0.396,279.9,646,925.9,4,4.396,0.191,301.5,646,947.5,4.592,4.783,3.786,0.921000000000001,5.299,7.115,12.414,9.37633186532178,"DV"
"315",19681,"DVGG_14_013","DVGG_14","DVGG_14_013.06",6,0.915,258.4,624.5,882.9,0.098,1.013,0.999,301.5,624.5,925.9,1.224,2.223,0.584,279.9,624.5,904.4,2.504,3.088,0.476,236.9,646,882.9,3.367,3.843,0.186,301.5,667.5,969,4.069,4.255,0.18,344.5,667.5,1012.1,4.499,4.679,3.34,1.241,4.581,7.337,11.918,9.05292479108635,"DV"
"316",19752,"DVGG_14_013","DVGG_14","DVGG_14_013.07",7,0.808,258.4,624.5,882.9,0.096,0.904,0.931,258.4,602.9,861.3,1.192,2.123,0.891,258.4,624.5,882.9,2.315,3.206,0.616,279.9,624.5,904.4,3.384,4,0.493,279.9,646,925.9,4.137,4.63,0.244,279.9,689.1,969,4.795,5.039,3.983,0.96,5.535,5.718,11.253,9.24444444444444,"DV"
"317",19812,"DVGG_14_013","DVGG_14","DVGG_14_013.08",8,0.656,215.3,624.5,839.8,0.331,0.987,0.984,215.3,624.5,839.8,1.227,2.211,0.908,236.9,624.5,861.3,2.408,3.316,0.476,215.3,624.5,839.8,3.622,4.098,0.308,215.3,646,861.3,4.406,4.714,0.197,236.9,646,882.9,4.94,5.137,3.529,1.277,5.143,6.835,11.978,8.96860986547085,"DV"
"318",19879,"DVGG_18_012","DVGG_18","DVGG_18_012.01",1,0.786,86.1,667.5,753.7,0.05,0.836,0.738,107.7,646,753.7,1.3,2.038,0.772,129.2,646,775.2,2.316,3.088,0.644,150.7,646,796.7,3.315,3.959,0.487,193.8,646,839.8,4.151,4.638,0.383,279.9,646,925.9,4.818,5.201,3.81,1.341,6.26,6.725,12.985,7.89553598542363,"DV"
"319",19941,"DVGG_18_012","DVGG_18","DVGG_18_012.02",2,0.691,107.7,667.5,775.2,0.209,0.9,0.9,129.2,646,775.2,1.219,2.119,0.869,172.3,646,818.3,2.344,3.213,0.551,236.9,646,882.9,3.396,3.947,0.365,258.4,667.5,925.9,4.151,4.516,0.256,301.5,689.1,990.5,4.696,4.952,3.632,1.111,5.091,6.993,12.084,8.1289011467557,"DV"
"320",20004,"DVGG_18_012","DVGG_18","DVGG_18_012.03",3,0.755,86.1,689.1,775.2,0.168,0.923,0.899,107.7,646,753.7,1.26,2.159,0.708,107.7,646,753.7,2.438,3.146,0.511,129.2,646,775.2,3.396,3.907,0.406,193.8,667.5,861.3,4.145,4.551,0.29,193.8,689.1,882.9,4.731,5.021,3.569,1.284,5.19,7.024,12.214,7.40203193033382,"DV"
"321",20062,"DVGG_18_012","DVGG_18","DVGG_18_012.04",4,0.644,107.7,667.5,775.2,0.151,0.795,0.882,107.7,646,753.7,1.144,2.026,0.749,150.7,646,796.7,2.316,3.065,0.61,193.8,646,839.8,3.332,3.942,0.453,236.9,667.5,904.4,4.156,4.609,0.308,258.4,689.1,947.5,4.789,5.097,3.646,1.3,5.608,6.764,12.372,8.11541929666366,"DV"
"322",20124,"DVGG_18_012","DVGG_18","DVGG_18_012.05",5,0.702,107.7,646,753.7,0.186,0.888,0.894,129.2,646,775.2,1.225,2.119,0.749,150.7,646,796.7,2.397,3.146,0.563,172.3,646,818.3,3.408,3.971,0.407,236.9,646,882.9,4.22,4.627,0.33,258.4,667.5,925.9,4.836,5.166,3.645,1.335,5.648,6.298,11.946,8.08799741184083,"DV"
"323",20182,"DVGG_18_012","DVGG_18","DVGG_18_012.06",6,0.697,129.2,646,775.2,0.174,0.871,0.871,86.1,646,732.1,1.196,2.067,0.691,86.1,646,732.1,2.368,3.059,0.546,86.1,646,732.1,3.349,3.895,0.418,150.7,646,796.7,4.162,4.58,0.314,452.2,667.5,1119.7,4.777,5.091,3.537,1.38,5.509,6.504,12.013,8.13262433531436,"DV"
"324",20242,"DVGG_18_012","DVGG_18","DVGG_18_012.07",7,0.839,107.7,646,753.7,0.124,0.963,0.9,86.1,646,732.1,1.213,2.113,0.743,86.1,646,732.1,2.403,3.146,0.545,107.7,646,753.7,3.408,3.953,0.418,236.9,667.5,904.4,4.203,4.621,0.331,323,667.5,990.5,4.795,5.126,3.776,1.226,5.681,6.803,12.484,8.16872122382296,"DV"
"325",20305,"DVGG_18_012","DVGG_18","DVGG_18_012.08",8,0.714,107.7,667.5,775.2,0.134,0.848,1.066,150.7,624.5,775.2,1.065,2.131,0.885,129.2,624.5,753.7,2.311,3.196,0.655,236.9,646,882.9,3.36,4.015,0.411,258.4,667.5,925.9,4.245,4.656,0.436,366.1,689.1,1055.1,4.818,5.254,4.167,0.952999999999999,6.106,7.065,13.171,8.18260120585702,"DV"
"326",20371,"DVGG_18_012","DVGG_18","DVGG_18_012.09",9,0.899,86.1,667.5,753.7,0.25,1.149,0.881,86.1,646,732.1,1.371,2.252,0.546,107.7,646,753.7,2.641,3.187,0.476,107.7,646,753.7,3.483,3.959,0.313,129.2,646,775.2,4.209,4.522,0.296,387.6,667.5,1055.1,4.737,5.033,3.411,1.372,5.154,7.836,12.99,8.02588996763754,"DV"
"327",20440,"IC_02_037","IC_02","IC_02_037.01",1,0.569,107.7,646,753.7,0.168,0.737,0.859,129.2,646,775.2,0.969,1.829,0.604,129.2,646,775.2,2.038,2.641,0.383,193.8,667.5,861.3,2.879,3.262,0.25,430.7,689.1,1119.7,3.448,3.698,0.441,495.3,710.6,1205.9,3.849,4.29,3.106,1.016,4.122,5.968,10.09,9.16341422026133,"IC"
"328",20500,"IC_02_037","IC_02","IC_02_037.02",2,0.372,150.7,646,796.7,0.18,0.551,0.749,129.2,646,775.2,0.772,1.521,0.832,172.3,646,818.3,1.652,2.484,0.482,215.3,667.5,882.9,2.682,3.164,0.319,409.1,667.5,1076.7,3.367,3.686,0.226,495.3,710.6,1205.9,3.843,4.069,2.98,0.909,4.133,5.02,9.153,9.18742343813801,"IC"
"329",20552,"IC_02_037","IC_02","IC_02_037.03",3,0.702,107.7,624.5,732.1,0.279,0.981,0.731,107.7,646,753.7,1.225,1.956,0.604,150.7,646,796.7,2.188,2.792,0.418,301.5,667.5,969,2.99,3.408,0.273,409.1,689.1,1098.2,3.57,3.843,0.221,473.7,689.1,1162.8,3.971,4.191,2.949,0.963,4.15,6.325,10.475,9.28148503760602,"IC"
"330",20617,"IC_02_037","IC_02","IC_02_037.04",4,0.685,107.7,624.5,732.1,0.273,0.958,0.685,129.2,646,775.2,1.225,1.91,0.58,172.3,646,818.3,2.142,2.723,0.372,172.3,667.5,839.8,2.914,3.286,0.284,279.9,689.1,969,3.471,3.756,0.206,409.1,710.6,1119.7,3.878,4.084,2.812,0.999,4.011,5.778,9.789,9.31295027235987,"IC"
"332",20745,"IC_02_037","IC_02","IC_02_037.06",6,0.557,107.7,646,753.7,0.197,0.755,0.766,107.7,646,753.7,0.958,1.724,0.703,150.7,646,796.7,1.906,2.609,0.383,150.7,646,796.7,2.81,3.193,0.25,258.4,689.1,947.5,3.419,3.669,0.279,409.1,689.1,1098.2,3.784,4.063,2.938,0.928,4.333,5.588,9.921,9.54095409540954,"IC"
"334",20871,"IC_02_037","IC_02","IC_02_037.08",8,0.424,150.7,646,796.7,0.232,0.656,0.795,86.1,646,732.1,0.882,1.678,0.644,150.7,646,796.7,1.887,2.531,0.447,150.7,667.5,818.3,2.775,3.222,0.29,193.8,667.5,861.3,3.442,3.733,0.453,409.1,710.6,1119.7,3.901,4.354,3.053,1.069,4.122,6.904,11.026,9.48628137769994,"IC"
"335",20942,"IC_02_037","IC_02","IC_02_037.09",9,0.459,258.4,646,904.4,0.232,0.691,0.726,215.3,646,861.3,0.906,1.631,0.615,258.4,646,904.4,1.869,2.485,0.447,236.9,667.5,904.4,2.717,3.164,0.267,258.4,689.1,947.5,3.378,3.646,0.151,258.4,710.6,969,3.808,3.959,2.665,1.062,3.727,5.283,9.01,9.35650181401566,"IC"
"336",20997,"IC_02_037","IC_02","IC_02_037.10",10,0.395,215.3,646,861.3,0.261,0.656,0.714,215.3,646,861.3,0.906,1.62,0.668,215.3,646,861.3,1.829,2.496,0.47,215.3,667.5,882.9,2.798,3.268,0.331,236.9,667.5,904.4,3.5,3.831,0.226,236.9,689.1,925.9,4.017,4.243,2.804,1.178,4.278,5.664,9.942,9.37443663241392,"IC"
"337",21056,"IC_02_038","IC_02","IC_02_038.01",1,0.604,236.9,646,882.9,0.261,0.865,0.726,215.3,646,861.3,1.086,1.811,0.741,236.9,646,882.9,1.96,2.701,0.55,323,667.5,990.5,2.821,3.371,0.226,323,689.1,1012.1,3.535,3.762,0.157,344.5,732.1,1076.7,3.901,4.058,3.004,0.792999999999999,3.797,5.838,9.635,9.53371468192061,"IC"
"338",21117,"IC_02_038","IC_02","IC_02_038.02",2,0.825,236.9,646,882.9,0.144,0.969,0.615,236.9,646,882.9,1.277,1.892,0.563,236.9,646,882.9,2.159,2.723,0.435,215.3,667.5,882.9,2.949,3.384,0.29,236.9,667.5,904.4,3.576,3.866,0.226,236.9,689.1,925.9,4.017,4.243,2.954,1.145,4.349,6.889,11.238,9.68736239542052,"IC"
"339",21190,"IC_02_038","IC_02","IC_02_038.03",3,0.719,172.3,646,818.3,0.156,0.875,0.726,129.2,646,775.2,1.12,1.846,0.719,172.3,646,818.3,2.038,2.757,0.395,215.3,646,861.3,2.995,3.39,0.279,279.9,689.1,969,3.593,3.872,0.209,387.6,689.1,1076.7,3.988,4.197,3.047,0.994000000000001,4.279,5.629,9.908,9.72272236226143,"IC"
"340",21251,"IC_02_038","IC_02","IC_02_038.04",4,0.29,236.9,646,882.9,0.221,0.511,0.639,258.4,646,904.4,0.755,1.393,0.786,236.9,646,882.9,1.521,2.306,0.614,258.4,646,904.4,2.457,3.072,0.348,258.4,667.5,925.9,3.28,3.628,0.273,301.5,710.6,1012.1,3.796,4.069,2.95,0.898,4.115,5.575,9.69,9.57715937838815,"IC"
"341",21311,"IC_02_038","IC_02","IC_02_038.05",5,0.575,215.3,646,861.3,0.215,0.789,0.749,215.3,646,861.3,1.045,1.794,0.551,215.3,646,861.3,2.038,2.589,0.513,258.4,667.5,925.9,2.755,3.269,0.463,344.5,667.5,1012.1,3.369,3.832,0.163,301.5,710.6,1012.1,3.924,4.087,3.014,0.858,4.133,6.082,10.215,9.65540203096388,"IC"
"342",21376,"IC_02_038","IC_02","IC_02_038.06",6,0.464,301.5,646,947.5,0.261,0.726,0.813,236.9,646,882.9,0.935,1.747,0.61,258.4,646,904.4,1.898,2.508,0.401,301.5,646,947.5,2.757,3.158,0.296,323,689.1,1012.1,3.378,3.675,0.215,344.5,689.1,1033.6,3.82,4.034,2.799,0.974,3.773,5.617,9.39,9.58582022065473,"IC"
"343",21435,"IC_02_038","IC_02","IC_02_038.07",7,0.702,172.3,646,818.3,0.267,0.969,0.702,193.8,646,839.8,1.202,1.904,0.575,258.4,646,904.4,2.136,2.711,0.406,301.5,667.5,969,2.885,3.291,0.284,323,689.1,1012.1,3.437,3.721,0.174,344.5,710.6,1055.1,3.843,4.017,2.843,0.907000000000001,3.75,6.325,10.075,9.62772785622593,"IC"
"344",21501,"IC_02_038","IC_02","IC_02_038.08",8,0.927,172.3,646,818.3,0.138,1.065,0.726,172.3,646,818.3,1.265,1.991,0.54,215.3,646,861.3,2.258,2.798,0.36,258.4,667.5,925.9,3.036,3.396,0.25,258.4,689.1,947.5,3.576,3.825,0.197,279.9,689.1,969,3.982,4.18,3,1.042,4.303,6.171,10.474,9.34119960668633,"IC"
"345",21565,"IC_02_041","IC_02","IC_02_041.01",1,0.644,236.9,646,882.9,0.232,0.877,0.766,215.3,646,861.3,1.12,1.887,0.656,258.4,646,904.4,2.136,2.792,0.464,279.9,667.5,947.5,2.961,3.425,0.325,301.5,689.1,990.5,3.558,3.884,0.226,301.5,710.6,1012.1,3.994,4.22,3.081,0.906999999999999,3.988,6.547,10.535,9.42667284809149,"IC"
"346",21632,"IC_02_041","IC_02","IC_02_041.02",2,0.679,193.8,646,839.8,0.267,0.946,0.784,150.7,646,796.7,1.202,1.985,0.627,193.8,646,839.8,2.223,2.85,0.459,258.4,667.5,925.9,3.071,3.529,0.354,301.5,667.5,969,3.715,4.069,0.244,366.1,689.1,1055.1,4.162,4.406,3.147,0.991999999999999,4.394,6.114,10.508,9.56937799043062,"IC"
"347",21697,"IC_02_041","IC_02","IC_02_041.03",3,0.656,258.4,646,904.4,0.221,0.877,0.766,258.4,646,904.4,1.12,1.887,0.61,279.9,667.5,947.5,2.119,2.728,0.424,323,667.5,990.5,2.949,3.373,0.302,344.5,689.1,1033.6,3.57,3.872,0.273,366.1,710.6,1076.7,4.029,4.301,3.031,1.049,4.301,6.623,10.924,9.6051227321238,"IC"
"348",21767,"IC_02_041","IC_02","IC_02_041.04",4,0.838,301.5,646,947.5,0.165,1.003,0.766,236.9,646,882.9,1.178,1.945,0.61,258.4,646,904.4,2.188,2.798,0.389,258.4,667.5,925.9,2.995,3.384,0.25,301.5,689.1,990.5,3.564,3.814,0.192,323,710.6,1033.6,3.947,4.139,3.045,0.929,3.974,6.045,10.019,9.38967136150235,"IC"
"349",21829,"IC_02_041","IC_02","IC_02_041.06",6,0.488,323,646,969,0.18,0.668,0.714,301.5,646,947.5,0.9,1.614,0.604,301.5,646,947.5,1.858,2.461,0.401,301.5,667.5,969,2.728,3.129,0.244,323,689.1,1012.1,3.361,3.605,0.174,387.6,689.1,1076.7,3.785,3.959,2.625,1.154,4.025,5.328,9.353,9.35650181401566,"IC"
"350",21885,"IC_02_041","IC_02","IC_02_041.07",7,0.65,258.4,646,904.4,0.25,0.9,0.714,279.9,646,925.9,1.178,1.892,0.563,323,646,969,2.154,2.717,0.406,323,667.5,990.5,2.943,3.349,0.296,344.5,689.1,1033.6,3.547,3.843,0.226,366.1,710.6,1076.7,3.971,4.197,2.855,1.092,4.168,6.326,10.494,9.62463907603465,"IC"
"351",21952,"IC_02_041","IC_02","IC_02_041.08",8,0.58,258.4,646,904.4,0.238,0.818,0.807,236.9,646,882.9,1.027,1.834,0.592,279.9,646,925.9,2.038,2.63,0.389,301.5,667.5,969,2.856,3.245,0.261,323,689.1,1012.1,3.437,3.698,0.215,323,710.6,1033.6,3.855,4.069,2.844,0.987,4.087,5.445,9.532,9.48660714285714,"IC"
"352",22010,"IC_02_041","IC_02","IC_02_041.09",9,0.43,236.9,646,882.9,0.221,0.65,0.882,301.5,646,947.5,0.774,1.656,0.786,323,646,969,1.777,2.563,0.418,323,667.5,990.5,2.839,3.257,0.302,344.5,667.5,1012.1,3.506,3.808,0.215,344.5,710.6,1055.1,4.005,4.22,3.033,0.966,4.266,5.793,10.059,9.43561069369212,"IC"
"353",22071,"IC_02_041","IC_02","IC_02_041.10",10,0.372,258.4,646,904.4,0.192,0.563,0.737,193.8,646,839.8,0.795,1.533,0.679,236.9,646,882.9,1.765,2.444,0.499,258.4,667.5,925.9,2.688,3.187,0.342,323,667.5,990.5,3.419,3.762,0.221,301.5,710.6,1012.1,3.953,4.174,2.85,1.132,4.197,6.583,10.78,9.72372279672789,"IC"
"354",22141,"IC_02_041","IC_02","IC_02_041.11",11,0.794,215.3,646,861.3,0.122,0.917,0.831,258.4,646,904.4,1.051,1.882,0.709,323,646,969,2.041,2.75,0.513,344.5,667.5,1012.1,2.848,3.361,0.403,366.1,689.1,1055.1,3.471,3.874,0.238,387.6,689.1,1076.7,3.959,4.197,3.488,0.587,4.534,5.46,9.994,9.60472848171407,"IC"
"355",22201,"IC_02_042","IC_02","IC_02_042.01",1,0.851,129.2,624.5,753.7,0.128,0.979,0.714,107.7,646,753.7,1.19,1.904,0.476,86.1,646,732.1,2.154,2.63,0.468,172.3,646,818.3,2.831,3.3,0.394,236.9,667.5,904.4,3.385,3.779,0.191,344.5,646,990.5,3.832,4.023,3.094,0.801,4.331,3.377,7.708,9.1324200913242,"IC"
"356",22239,"IC_02_042","IC_02","IC_02_042.02",2,0.43,107.7,646,753.7,0.215,0.644,0.662,86.1,646,732.1,0.859,1.521,0.728,107.7,646,753.7,1.683,2.411,0.406,129.2,646,775.2,2.63,3.036,0.238,150.7,667.5,818.3,3.303,3.541,0.271,344.5,689.1,1033.6,3.676,3.947,2.735,0.997,4.002,5.549,9.551,9.69807868252516,"IC"
"357",22299,"IC_02_042","IC_02","IC_02_042.03",3,0.517,279.9,646,925.9,0.192,0.708,0.697,301.5,646,947.5,0.952,1.649,0.618,323,646,969,1.794,2.412,0.331,387.6,667.5,1055.1,2.653,2.984,0.238,430.7,689.1,1119.7,3.187,3.425,0.145,473.7,710.6,1184.3,3.576,3.721,2.546,0.983,3.976,5.561,9.537,9.35374149659864,"IC"
