"","X","grp.recording","group","great.call","recording","Delta.Time..s..1","BW.90...Hz..1","Freq.5...Hz..1","Freq.95...Hz..1","Begin.Time..s..1","End.Time..s..1","Delta.Time..s..2","BW.90...Hz..2","Freq.5...Hz..2","Freq.95...Hz..2","Begin.Time..s..2","End.Time..s..2","Delta.Time..s..3","BW.90...Hz..3","Freq.5...Hz..3","Freq.95...Hz..3","Begin.Time..s..3","End.Time..s..3","Delta.Time..s..4","BW.90...Hz..4","Freq.5...Hz..4","Freq.95...Hz..4","Begin.Time..s..4","End.Time..s..4","Delta.Time..s..5","BW.90...Hz..5","Freq.5...Hz..5","Freq.95...Hz..5","Begin.Time..s..5","End.Time..s..5","Delta.Time..s..6","BW.90...Hz..6","Freq.5...Hz..6","Freq.95...Hz..6","Begin.Time..s..6","End.Time..s..6","note.dur.comb","rest.dur.comb","intro.dur","trill.dur","great.call.dur","unlist.trill.rate.list.","site"
"842",56409,"SAFBN_01_047","SAFBN_01","SAFBN_01_047.04",4,0.961,258.4,646,904.4,0.095,1.055,0.865,129.2,646,775.2,1.277,2.142,0.639,236.9,667.5,904.4,2.415,3.053,0.555,323,689.1,1012.1,3.139,3.694,0.255,344.5,732.1,1076.7,3.895,4.151,0.163,430.7,753.7,1184.3,4.36,4.522,3.438,0.989000000000001,4.427,6.462,10.889,7.64087870105062,"SAF"
"843",56463,"SAFBN_01_047","SAFBN_01","SAFBN_01_047.05",5,0.859,172.3,646,818.3,0.261,1.12,0.83,150.7,667.5,818.3,1.399,2.229,0.673,129.2,667.5,796.7,2.531,3.204,0.435,215.3,689.1,904.4,3.425,3.86,0.279,279.9,732.1,1012.1,4.023,4.301,0.18,301.5,732.1,1033.6,4.47,4.65,3.256,1.133,4.72,6.554,11.274,7.92910447761194,"SAF"
"859",57532,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.02",2,1.018,150.7,624.5,775.2,0.081,1.099,1.087,107.7,667.5,775.2,1.33,2.417,0.729,107.7,667.5,775.2,2.625,3.354,0.397,107.7,667.5,775.2,3.562,3.959,0.261,150.7,689.1,839.8,4.22,4.481,0.157,258.4,689.1,947.5,4.627,4.783,3.649,1.053,4.702,5.526,10.228,10.046511627907,"SAF"
"860",57592,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.03",3,1.046,129.2,624.5,753.7,0.103,1.149,0.911,129.2,646,775.2,1.544,2.455,0.61,129.2,646,775.2,2.839,3.448,0.36,129.2,667.5,796.7,3.773,4.133,0.244,172.3,689.1,861.3,4.418,4.661,0.163,279.9,689.1,969,4.87,5.033,3.334,1.596,4.93,5.724,10.654,9.57024196460816,"SAF"
"861",57651,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.04",4,1.106,129.2,624.5,753.7,0.147,1.253,1.095,150.7,646,796.7,1.513,2.608,0.517,150.7,667.5,818.3,2.897,3.413,0.553,193.8,667.5,861.3,3.613,4.166,0.232,215.3,689.1,904.4,4.325,4.557,0.151,279.9,710.6,990.5,4.766,4.917,3.654,1.116,4.77,5.355,10.125,9.83227299016773,"SAF"
"862",57708,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.05",5,1.057,129.2,624.5,753.7,0.061,1.117,0.824,129.2,646,775.2,1.544,2.368,0.61,129.2,646,775.2,2.752,3.361,0.366,129.2,667.5,796.7,3.686,4.052,0.244,172.3,689.1,861.3,4.331,4.574,0.163,279.9,689.1,969,4.783,4.946,3.264,1.621,4.885,5.1,9.985,9.76800976800977,"SAF"
"863",57762,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.06",6,1.038,107.7,624.5,732.1,0.208,1.245,0.842,107.7,646,753.7,1.585,2.426,0.732,107.7,667.5,775.2,2.687,3.419,0.377,172.3,667.5,839.8,3.756,4.133,0.267,258.4,689.1,947.5,4.348,4.615,0.192,344.5,689.1,1033.6,4.777,4.969,3.448,1.313,4.761,5.08,9.841,9.9290780141844,"SAF"
"864",57817,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.07",7,1.043,107.7,624.5,732.1,0.086,1.129,0.958,107.7,646,753.7,1.469,2.426,0.668,107.7,667.5,775.2,2.728,3.396,0.383,107.7,667.5,775.2,3.727,4.11,0.29,129.2,689.1,818.3,4.307,4.598,0.174,193.8,689.1,882.9,4.836,5.01,3.516,1.408,4.924,5.351,10.275,9.45398417904688,"SAF"
"865",57872,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.08",8,0.935,107.7,624.5,732.1,0.215,1.149,1.043,107.7,646,753.7,1.418,2.461,0.82,129.2,667.5,796.7,2.66,3.48,0.488,172.3,667.5,839.8,3.703,4.191,0.29,215.3,689.1,904.4,4.354,4.644,0.186,323,689.1,1012.1,4.812,4.998,3.762,1.021,4.783,6.271,11.054,9.62165688193085,"SAF"
"866",57937,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.09",9,1.096,107.7,624.5,732.1,0.105,1.201,0.979,107.7,646,753.7,1.457,2.436,0.793,86.1,667.5,753.7,2.693,3.486,0.403,86.1,689.1,775.2,3.672,4.075,0.226,107.7,689.1,796.7,4.36,4.586,0.174,172.3,689.1,861.3,4.818,4.992,3.671,1.216,4.887,5.094,9.981,9.32873656459136,"SAF"
"885",59241,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.01",1,1.183,172.3,624.5,796.7,0.105,1.288,0.784,193.8,624.5,818.3,1.469,2.252,0.54,236.9,646,882.9,2.485,3.024,0.348,279.9,667.5,947.5,3.228,3.576,0.296,323,667.5,990.5,3.727,4.023,0.151,344.5,689.1,1033.6,4.133,4.284,3.302,0.877,4.179,7.553,11.732,9.05160767360173,"SAF"
"886",59314,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.02",2,0.877,107.7,624.5,732.1,0.168,1.045,0.685,129.2,624.5,753.7,1.387,2.072,0.528,215.3,646,861.3,2.287,2.815,0.325,258.4,689.1,947.5,2.972,3.297,0.244,452.2,689.1,1141.3,3.431,3.675,0.192,495.3,710.6,1205.9,3.773,3.965,2.851,0.946,3.797,7.88,11.677,9.50301785026326,"SAF"
"887",59394,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.03",3,1.102,193.8,624.5,818.3,0.066,1.168,0.714,215.3,624.5,839.8,1.48,2.194,0.54,258.4,646,904.4,2.45,2.99,0.348,323,667.5,990.5,3.204,3.553,0.255,366.1,689.1,1055.1,3.727,3.982,0.18,409.1,710.6,1119.7,4.127,4.307,3.139,1.102,4.514,8.758,13.272,9.48196114708603,"SAF"
"888",59483,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.04",4,1.002,236.9,624.5,861.3,0.08,1.082,0.714,193.8,646,839.8,1.347,2.061,0.493,236.9,646,882.9,2.299,2.792,0.348,279.9,667.5,947.5,2.995,3.344,0.215,301.5,689.1,990.5,3.466,3.68,0.192,409.1,689.1,1098.2,3.814,4.005,2.964,0.961,3.925,7.295,11.22,9.32628062360802,"SAF"
"889",59556,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.05",5,0.923,193.8,624.5,818.3,0.18,1.103,0.743,172.3,624.5,796.7,1.405,2.148,0.517,193.8,646,839.8,2.374,2.891,0.366,215.3,667.5,882.9,3.077,3.442,0.267,279.9,667.5,947.5,3.558,3.825,0.174,366.1,689.1,1055.1,3.93,4.104,2.99,0.934,3.924,6.658,10.582,8.5902745819911,"SAF"
"890",59618,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.06",6,0.917,172.3,624.5,796.7,0.186,1.103,0.749,258.4,624.5,882.9,1.434,2.183,0.505,258.4,646,904.4,2.392,2.897,0.325,279.9,667.5,947.5,3.094,3.419,0.238,344.5,667.5,1012.1,3.57,3.808,0.157,366.1,689.1,1055.1,3.947,4.104,2.891,1.027,3.918,8.313,12.231,9.42011255199413,"SAF"
"891",59701,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.07",7,1.104,258.4,646,904.4,0.109,1.213,0.726,301.5,646,947.5,1.556,2.281,0.505,387.6,646,1033.6,2.572,3.077,0.377,387.6,667.5,1055.1,3.297,3.675,0.215,473.7,710.6,1184.3,3.791,4.005,0.145,516.8,732.1,1248.9,4.168,4.313,3.072,1.132,4.204,7.276,11.48,9.27096502317741,"SAF"
"892",59773,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.08",8,1.085,279.9,624.5,904.4,0.057,1.142,0.942,301.5,646,947.5,1.341,2.283,0.54,344.5,646,990.5,2.514,3.053,0.313,409.1,689.1,1098.2,3.239,3.553,0.203,409.1,710.6,1119.7,3.756,3.959,0.168,409.1,753.7,1162.8,4.122,4.29,3.251,0.981999999999999,4.233,7.691,11.924,9.26170944694364,"SAF"
"893",59849,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.09",9,0.998,258.4,624.5,882.9,0.221,1.219,0.767,236.9,624.5,861.3,1.509,2.276,0.54,236.9,646,882.9,2.49,3.03,0.354,279.9,689.1,969,3.175,3.529,0.256,344.5,710.6,1055.1,3.651,3.907,0.151,387.6,710.6,1098.2,4.023,4.174,3.066,0.887,3.953,8.229,12.182,9.26383399209486,"SAF"
"894",59930,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.10",10,0.981,150.7,624.5,775.2,0.168,1.149,0.749,172.3,624.5,796.7,1.527,2.276,0.557,150.7,624.5,775.2,2.537,3.094,0.383,301.5,646,947.5,3.303,3.686,0.244,344.5,667.5,1012.1,3.831,4.075,0.174,516.8,689.1,1205.9,4.22,4.394,3.088,1.138,4.226,8.382,12.608,9.34239262314972,"SAF"
"895",60013,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.11",11,1.039,172.3,624.5,796.7,0.197,1.236,0.888,193.8,624.5,818.3,1.533,2.421,0.592,258.4,646,904.4,2.635,3.228,0.389,279.9,667.5,947.5,3.402,3.791,0.261,301.5,667.5,969,3.936,4.197,0.192,409.1,710.6,1119.7,4.336,4.528,3.361,0.969999999999999,4.604,8.375,12.979,9.43054044250997,"SAF"
"896",60098,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.12",12,1.045,215.3,624.5,839.8,0.174,1.219,0.935,258.4,624.5,882.9,1.402,2.337,0.511,301.5,646,947.5,2.601,3.111,0.354,323,667.5,990.5,3.326,3.68,0.244,344.5,689.1,1033.6,3.802,4.046,0.18,387.6,689.1,1076.7,4.185,4.365,3.269,0.921999999999999,4.458,8.368,12.826,9.44653021678576,"SAF"
"897",60183,"SAFC_01_029","SAFC_01","SAFC_01_029.01",1,1.242,129.2,624.5,753.7,0.04,1.282,0.83,107.7,646,753.7,1.602,2.432,0.557,107.7,667.5,775.2,2.711,3.268,0.36,129.2,667.5,796.7,3.506,3.866,0.267,107.7,689.1,796.7,4.069,4.336,0.209,150.7,689.1,839.8,4.522,4.731,3.465,1.226,5.266,5.434,10.7,7.51314800901578,"SAF"
"898",60231,"SAFC_01_029","SAFC_01","SAFC_01_029.02",2,1.276,107.7,602.9,710.6,0.077,1.353,1.261,193.8,624.5,818.3,1.507,2.768,0.569,236.9,667.5,904.4,2.955,3.524,0.145,258.4,710.6,969,3.988,4.133,0.151,258.4,710.6,969,4.452,4.603,0.179,258.4,732.1,990.5,4.836,5.015,3.581,1.357,5.536,7.291,12.827,7.94535823808196,"SAF"
"899",60296,"SAFC_01_029","SAFC_01","SAFC_01_029.03",3,1.115,107.7,624.5,732.1,0.174,1.289,0.928,107.7,646,753.7,1.62,2.548,0.546,129.2,646,775.2,2.856,3.402,0.319,107.7,689.1,796.7,3.669,3.988,0.273,129.2,689.1,818.3,4.214,4.487,0.227,258.4,710.6,969,4.638,4.865,3.408,1.283,5.254,6.357,11.611,7.82872663364755,"SAF"
"900",60353,"SAFC_01_029","SAFC_01","SAFC_01_029.04",4,1.193,107.7,624.5,732.1,0.089,1.282,1.118,150.7,624.5,775.2,1.446,2.564,0.731,258.4,667.5,925.9,2.728,3.459,0.227,279.9,689.1,969,3.802,4.029,0.215,301.5,689.1,990.5,4.284,4.499,0.204,279.9,710.6,990.5,4.719,4.923,3.688,1.146,5.699,6.298,11.997,7.28949717346028,"SAF"
"901",60410,"SAFC_01_029","SAFC_01","SAFC_01_029.05",5,1.161,107.7,602.9,710.6,0.197,1.358,1.062,215.3,646,861.3,1.578,2.641,0.683,258.4,667.5,925.9,2.792,3.475,0.42,258.4,689.1,947.5,3.597,4.017,0.244,236.9,710.6,947.5,4.226,4.47,0.18,236.9,732.1,969,4.661,4.841,3.75,0.894000000000001,5.254,7.288,12.542,7.82669461914745,"SAF"
"902",60474,"SAFC_01_029","SAFC_01","SAFC_01_029.06",6,1.362,86.1,624.5,710.6,0.017,1.379,0.917,86.1,646,732.1,1.614,2.531,0.534,107.7,667.5,775.2,2.844,3.378,0.354,107.7,689.1,796.7,3.64,3.994,0.267,129.2,689.1,818.3,4.209,4.476,0.226,193.8,689.1,882.9,4.667,4.894,3.66,1.217,5.469,7.749,13.218,7.7468487394958,"SAF"
"903",60541,"SAFC_01_029","SAFC_01","SAFC_01_029.07",7,1.167,258.4,602.9,861.3,0.232,1.399,1.048,258.4,624.5,882.9,1.662,2.71,0.674,301.5,667.5,969,2.92,3.594,0.404,301.5,689.1,990.5,3.759,4.163,0.29,279.9,710.6,990.5,4.343,4.632,0.257,279.9,710.6,990.5,4.747,5.004,3.84,0.931999999999999,5.167,7.246,12.413,7.2992700729927,"SAF"
"904",60600,"SAFC_01_029","SAFC_01","SAFC_01_029.08",8,0.999,129.2,602.9,732.1,0.168,1.167,1.025,107.7,624.5,732.1,1.448,2.473,0.592,107.7,646,753.7,2.798,3.39,0.36,409.1,667.5,1076.7,3.64,4,0.226,86.1,689.1,775.2,4.226,4.452,0.226,150.7,689.1,839.8,4.679,4.905,3.428,1.309,5.649,8.155,13.804,7.94932306545771,"SAF"
"905",60673,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.01",1,0.609,301.5,538.3,839.8,0.308,0.917,0.621,323,559.9,882.9,1.167,1.788,0.621,366.1,581.4,947.5,1.945,2.566,0.45,366.1,602.9,969,2.606,3.056,0.423,366.1,624.5,990.5,3.096,3.519,0.145,387.6,646,1033.6,3.605,3.75,2.869,0.573,3.442,7.808,11.25,8.37696335078534,"SAF"
"906",60743,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.02",2,0.593,279.9,559.9,839.8,0.342,0.935,0.604,258.4,559.9,818.3,1.207,1.811,0.47,279.9,559.9,839.8,2.067,2.537,0.325,279.9,581.4,861.3,2.769,3.094,0.238,344.5,602.9,947.5,3.28,3.518,0.156,387.6,624.5,1012.1,3.675,3.831,2.386,1.103,3.489,5.36,8.849,8.04597701149425,"SAF"
"907",60791,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.03",3,0.785,215.3,559.9,775.2,0.215,1,0.772,258.4,538.3,796.7,1.114,1.886,0.658,301.5,559.9,861.3,1.975,2.633,0.347,258.4,602.9,861.3,2.747,3.094,0.209,279.9,624.5,904.4,3.303,3.512,0.151,366.1,624.5,990.5,3.704,3.855,2.922,0.718,3.64,7.04,10.68,8.27285921625544,"SAF"
"909",60909,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.05",5,0.683,323,559.9,882.9,0.132,0.815,0.743,301.5,559.9,861.3,0.983,1.726,0.575,323,559.9,882.9,1.81,2.385,0.54,323,602.9,925.9,2.481,3.021,0.267,323,624.5,947.5,3.129,3.396,0.178,387.6,624.5,1012.1,3.56,3.738,2.986,0.62,3.606,6.361,9.967,8.39793281653747,"SAF"
"910",60967,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.06",6,0.647,323,559.9,882.9,0.111,0.758,0.836,301.5,559.9,861.3,0.892,1.728,0.613,323,559.9,882.9,1.828,2.441,0.392,301.5,602.9,904.4,2.586,2.978,0.298,344.5,624.5,969,3.11,3.408,0.199,366.1,624.5,990.5,3.545,3.744,2.985,0.648,3.633,5.761,9.394,8.21722043586995,"SAF"
"911",61019,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.07",7,0.599,236.9,559.9,796.7,0.26,0.859,0.598,323,559.9,882.9,1.167,1.765,0.47,344.5,581.4,925.9,1.968,2.438,0.308,323,602.9,925.9,2.647,2.955,0.203,409.1,624.5,1033.6,3.164,3.367,0.151,430.7,646,1076.7,3.535,3.686,2.329,1.097,3.426,6.068,9.494,8.42601954836535,"SAF"
"912",61075,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.08",8,0.775,258.4,559.9,818.3,0.105,0.88,0.692,258.4,559.9,818.3,1.037,1.729,0.524,236.9,581.4,818.3,1.833,2.357,0.278,236.9,602.9,839.8,2.543,2.821,0.209,323,624.5,947.5,2.995,3.204,0.146,473.7,624.5,1098.2,3.349,3.495,2.624,0.766,3.39,5.545,8.935,8.31485587583149,"SAF"
"913",61126,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.09",9,0.617,258.4,559.9,818.3,0.161,0.778,0.523,258.4,559.9,818.3,1.068,1.591,0.429,258.4,581.4,839.8,1.823,2.252,0.313,301.5,602.9,904.4,2.479,2.792,0.203,387.6,624.5,1012.1,2.984,3.187,0.145,366.1,646,1012.1,3.332,3.477,2.23,1.086,3.316,6.6,9.916,8.50603154964429,"SAF"
"915",61246,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.11",11,0.534,301.5,559.9,861.3,0.221,0.755,0.563,258.4,559.9,818.3,1.033,1.596,0.476,258.4,581.4,839.8,1.829,2.305,0.401,236.9,602.9,839.8,2.531,2.932,0.273,279.9,602.9,882.9,3.059,3.332,0.18,301.5,624.5,925.9,3.483,3.663,2.427,1.015,3.442,6.819,10.261,8.39832033593281,"SAF"
"916",61308,"SAFCRIP_01_060","SAFCRIP_01","SAFCRIP_01_060.01",1,1.181,193.8,581.4,775.2,0.05,1.231,1.042,172.3,624.5,796.7,1.356,2.398,0.867,193.8,646,839.8,2.524,3.391,0.464,236.9,667.5,904.4,3.466,3.93,0.439,279.9,689.1,969,4.006,4.445,0.245,366.1,689.1,1055.1,4.521,4.766,4.238,0.478000000000001,5.32,5.073,10.393,8.06939681258826,"SAF"
"917",61356,"SAFCRIP_01_060","SAFCRIP_01","SAFCRIP_01_060.02",2,1.213,258.4,538.3,796.7,0.071,1.284,1.085,193.8,624.5,818.3,1.384,2.469,0.621,172.3,646,818.3,2.694,3.315,0.389,193.8,667.5,861.3,3.558,3.947,0.273,279.9,689.1,969,4.174,4.447,0.215,301.5,689.1,990.5,4.632,4.847,3.796,0.980000000000001,5.403,6.823,12.226,8.20038765468913,"SAF"
"918",61419,"SAFCRIP_01_060","SAFCRIP_01","SAFCRIP_01_060.03",3,1.231,193.8,602.9,796.7,0.076,1.307,1.269,215.3,624.5,839.8,1.498,2.767,0.685,215.3,646,861.3,2.78,3.465,0.354,172.3,667.5,839.8,3.657,4.011,0.262,193.8,689.1,882.9,4.243,4.505,0.198,344.5,710.6,1055.1,4.696,4.894,3.999,0.819,5.398,5.154,10.552,8.12846946867565,"SAF"
"919",61468,"SAFCRIP_01_060","SAFCRIP_01","SAFCRIP_01_060.04",4,1.286,193.8,602.9,796.7,0.091,1.377,1.105,236.9,624.5,861.3,1.52,2.625,0.753,236.9,667.5,904.4,2.69,3.443,0.372,215.3,689.1,904.4,3.599,3.971,0.261,279.9,689.1,969,4.151,4.412,0.203,344.5,710.6,1055.1,4.563,4.766,3.98,0.695,4.971,6.113,11.084,8.17075204268801,"SAF"
"920",61524,"SAFCRIP_01_060","SAFCRIP_01","SAFCRIP_01_060.05",5,1.161,236.9,602.9,839.8,0.115,1.276,1.162,215.3,624.5,839.8,1.352,2.514,0.534,193.8,667.5,861.3,2.711,3.245,0.366,215.3,689.1,904.4,3.442,3.808,0.261,323,689.1,1012.1,3.959,4.22,0.192,366.1,710.6,1076.7,4.377,4.569,3.676,0.777999999999999,4.454,6.164,10.618,7.96680497925311,"SAF"
"921",61578,"SAFCRIP_01_060","SAFCRIP_01","SAFCRIP_01_060.06",6,1.359,172.3,602.9,775.2,0.083,1.442,1.193,193.8,624.5,818.3,1.567,2.76,0.579,172.3,667.5,839.8,2.898,3.477,0.308,193.8,689.1,882.9,3.721,4.029,0.244,279.9,689.1,969,4.232,4.476,0.197,323,710.6,1033.6,4.627,4.824,3.88,0.861,5.31,5.951,11.261,8.20232399179768,"SAF"
"922",61634,"SAFCRIP_01_061","SAFCRIP_01","SAFCRIP_01_061.01",1,1.291,150.7,581.4,732.1,0.165,1.456,1.154,172.3,624.5,796.7,1.639,2.793,0.702,215.3,646,861.3,2.946,3.648,0.472,215.3,667.5,882.9,3.816,4.288,0.393,236.9,667.5,904.4,4.445,4.839,0.215,258.4,689.1,947.5,5.05,5.265,4.227,0.873,5.773,5.315,11.088,7.57870190439176,"SAF"
"923",61681,"SAFCRIP_01_061","SAFCRIP_01","SAFCRIP_01_061.02",2,1.265,193.8,602.9,796.7,0.122,1.387,1.142,215.3,624.5,839.8,1.537,2.679,0.843,236.9,646,882.9,2.747,3.59,0.372,236.9,667.5,904.4,3.779,4.151,0.279,258.4,689.1,947.5,4.377,4.656,0.244,279.9,689.1,969,4.818,5.062,4.145,0.795000000000001,5.282,5.977,11.259,7.90378006872852,"SAF"
"924",61734,"SAFF_0A_034","SAFF_0A","SAFF_0A_034.01",1,1.103,172.3,624.5,796.7,0.089,1.193,0.909,150.7,646,796.7,1.446,2.355,0.605,129.2,667.5,796.7,2.46,3.065,0.36,150.7,667.5,818.3,3.344,3.704,0.29,215.3,689.1,904.4,3.936,4.226,0.226,258.4,689.1,947.5,4.435,4.661,3.493,1.079,5.246,6.901,12.147,8.44444444444444,"SAF"
"925",61799,"SAFF_0A_034","SAFF_0A","SAFF_0A_034.02",2,1.096,150.7,646,796.7,0.041,1.137,0.893,150.7,646,796.7,1.285,2.179,0.636,150.7,667.5,818.3,2.287,2.923,0.366,129.2,667.5,796.7,3.088,3.454,0.279,172.3,667.5,839.8,3.657,3.936,0.238,150.7,689.1,839.8,4.11,4.348,3.508,0.798999999999999,4.94,5.82,10.76,8.59046283309958,"SAF"
"926",61856,"SAFF_0A_034","SAFF_0A","SAFF_0A_034.03",3,1.082,172.3,624.5,796.7,0.082,1.164,0.875,150.7,646,796.7,1.343,2.217,0.401,150.7,646,796.7,2.548,2.949,0.331,150.7,667.5,818.3,3.216,3.547,0.255,150.7,667.5,818.3,3.773,4.029,0.238,172.3,689.1,861.3,4.209,4.447,3.182,1.183,4.997,6.526,11.523,8.54966578579201,"SAF"
"927",61919,"SAFF_0A_034","SAFF_0A","SAFF_0A_034.04",4,1.087,172.3,624.5,796.7,0.111,1.198,0.948,150.7,646,796.7,1.352,2.299,0.599,129.2,667.5,796.7,2.411,3.01,0.313,150.7,667.5,818.3,3.309,3.622,0.244,129.2,689.1,818.3,3.878,4.122,0.192,150.7,689.1,839.8,4.348,4.539,3.383,1.045,5.073,6.641,11.714,8.43687682159841,"SAF"
"928",61982,"SAFF_0A_034","SAFF_0A","SAFF_0A_034.05",5,1.079,193.8,624.5,818.3,0.158,1.237,0.816,193.8,624.5,818.3,1.408,2.224,0.553,193.8,646,839.8,2.356,2.909,0.5,172.3,667.5,839.8,3.027,3.527,0.284,193.8,667.5,861.3,3.646,3.93,0.197,258.4,689.1,947.5,4.11,4.307,3.429,0.72,4.451,6.306,10.757,8.40064620355412,"SAF"
"929",62041,"SAFF_0A_034","SAFF_0A","SAFF_0A_034.06",6,0.836,172.3,646,818.3,0.267,1.103,0.816,129.2,646,775.2,1.277,2.093,0.412,215.3,646,861.3,2.409,2.821,0.319,236.9,667.5,904.4,3.013,3.332,0.261,258.4,689.1,947.5,3.5,3.762,0.221,279.9,689.1,969,3.913,4.133,2.865,1.001,4.447,6.617,11.064,8.46805234795997,"SAF"
"930",62104,"SAFF_0A_034","SAFF_0A","SAFF_0A_034.07",7,1.168,193.8,624.5,818.3,0.089,1.256,0.758,193.8,646,839.8,1.46,2.217,0.493,193.8,667.5,861.3,2.473,2.966,0.395,215.3,667.5,882.9,3.175,3.57,0.348,215.3,689.1,904.4,3.75,4.098,0.29,193.8,689.1,882.9,4.226,4.516,3.452,0.975,5.292,5.201,10.493,9.00548159749413,"SAF"
"931",62159,"SAFF_0A_042","SAFF_0A","SAFF_0A_042.01",1,1.174,172.3,602.9,775.2,0.091,1.265,0.96,172.3,624.5,796.7,1.418,2.378,0.575,172.3,646,818.3,2.664,3.239,0.441,193.8,667.5,861.3,3.5,3.942,0.377,236.9,667.5,904.4,4.174,4.551,0.331,236.9,689.1,925.9,4.743,5.074,3.858,1.125,6.312,6.693,13.005,8.1954773106693,"SAF"
"932",62223,"SAFF_0A_042","SAFF_0A","SAFF_0A_042.02",2,1.066,172.3,624.5,796.7,0.058,1.125,1.022,193.8,624.5,818.3,1.271,2.293,0.54,193.8,646,839.8,2.444,2.984,0.424,215.3,667.5,882.9,3.187,3.611,0.331,236.9,667.5,904.4,3.808,4.139,0.267,236.9,689.1,925.9,4.307,4.574,3.65,0.866,5.161,6.666,11.827,7.79935769995412,"SAF"
"933",62282,"SAFF_0A_042","SAFF_0A","SAFF_0A_042.03",3,0.946,193.8,624.5,818.3,0.163,1.109,0.795,172.3,646,818.3,1.44,2.235,0.557,193.8,646,839.8,2.455,3.013,0.435,258.4,667.5,925.9,3.216,3.651,0.319,258.4,689.1,947.5,3.831,4.151,0.255,258.4,689.1,947.5,4.319,4.574,3.307,1.104,5.015,6.34,11.355,8.04117079446767,"SAF"
"934",62340,"SAFF_0A_042","SAFF_0A","SAFF_0A_042.04",4,1.032,172.3,624.5,796.7,0.053,1.085,0.801,172.3,624.5,796.7,1.393,2.194,0.528,193.8,646,839.8,2.438,2.966,0.389,215.3,646,861.3,3.17,3.558,0.377,215.3,667.5,882.9,3.75,4.127,0.255,215.3,689.1,904.4,4.243,4.499,3.382,1.064,5.032,5.973,11.005,8.1799591002045,"SAF"
"935",62396,"SAFF_0A_042","SAFF_0A","SAFF_0A_042.05",5,1.085,193.8,624.5,818.3,0.095,1.18,0.95,215.3,624.5,839.8,1.384,2.333,0.493,215.3,646,861.3,2.473,2.966,0.406,236.9,667.5,904.4,3.175,3.582,0.325,236.9,689.1,925.9,3.762,4.087,0.267,258.4,689.1,947.5,4.255,4.522,3.526,0.901,5.066,6.65,11.716,7.93650793650794,"SAF"
"936",62456,"SAFF_0A_042","SAFF_0A","SAFF_0A_042.06",6,1.206,172.3,624.5,796.7,0.069,1.276,0.721,193.8,646,839.8,1.484,2.205,0.505,236.9,646,882.9,2.409,2.914,0.372,236.9,667.5,904.4,3.123,3.495,0.337,258.4,667.5,925.9,3.698,4.034,0.267,279.9,689.1,969,4.18,4.447,3.408,0.97,4.987,6.635,11.622,8.10149801284011,"SAF"
"937",62517,"SAFF_0A_042","SAFF_0A","SAFF_0A_042.07",7,1.039,150.7,624.5,775.2,0.192,1.231,0.743,172.3,646,818.3,1.562,2.305,0.528,193.8,646,839.8,2.508,3.036,0.406,236.9,667.5,904.4,3.239,3.646,0.325,258.4,667.5,925.9,3.814,4.139,0.267,279.9,689.1,969,4.307,4.574,3.308,1.074,5.032,6.882,11.914,7.98226164079823,"SAF"
"938",62579,"SAFF_0A_042","SAFF_0A","SAFF_0A_042.08",8,1.083,193.8,624.5,818.3,0.039,1.122,0.838,215.3,624.5,839.8,1.315,2.153,0.54,236.9,646,882.9,2.368,2.908,0.412,258.4,667.5,925.9,3.094,3.506,0.331,258.4,689.1,947.5,3.704,4.034,0.273,279.9,689.1,969,4.203,4.476,3.477,0.96,5.307,5.604,10.911,8.15660685154976,"SAF"
